seq;vac_seq;dist;CC;CC_number
5560;6720;2051;CC21;21
5560;13640;1771;CC21;21
5561;6620;2286;CC460;460
5561;6701;4176;CC460;460
5561;6720;1698;CC460;460
5561;13640;3807;CC460;460
5562;6620;653;CC353;353
5562;6701;5132;CC353;353
5562;6720;1720;CC353;353
5562;13640;2089;CC353;353
5563;6620;2527;CC45;45
5563;6701;4592;CC45;45
5563;6720;2061;CC45;45
5563;13640;3991;CC45;45
5564;6620;317;CC21;21
5564;6701;4769;CC21;21
5564;6720;2050;CC21;21
5564;13640;1764;CC21;21
5569;6620;2002;CC48;48
5569;6701;5421;CC48;48
5569;6720;1257;CC48;48
5569;13640;3541;CC48;48
5570;6620;2366;CC573;573
5570;6701;5398;CC573;573
5570;6720;1202;CC573;573
5570;13640;3836;CC573;573
5571;6620;531;CC353;353
5571;6701;4562;CC353;353
5571;6720;2169;CC353;353
5571;13640;1977;CC353;353
5572;6620;1418;CC21;21
5572;6701;4317;CC21;21
5572;6720;2539;CC21;21
5572;13640;3050;CC21;21
5573;6620;1570;CC508;508
5573;6701;4993;CC508;508
5573;6720;863;CC508;508
5573;13640;3087;CC508;508
5576;6620;2633;CC661;661
5576;6701;5574;CC661;661
5576;6720;1877;CC661;661
5576;13640;2499;CC661;661
5577;6620;1718;CC661;661
5577;6701;5223;CC661;661
5577;6720;1008;CC661;661
5577;13640;3285;CC661;661
5583;6620;1512;CC661;661
5583;6701;4964;CC661;661
5583;6720;759;CC661;661
5583;13640;3031;CC661;661
5584;6620;1505;CC661;661
5584;6701;4957;CC661;661
5584;6720;746;CC661;661
5584;13640;3021;CC661;661
5585;6620;1505;CC661;661
5585;6701;4957;CC661;661
5585;6720;746;CC661;661
5585;13640;3021;CC661;661
5586;6620;1825;CC661;661
5586;6701;4913;CC661;661
5586;6720;1102;CC661;661
5586;13640;2714;CC661;661
5587;6620;1462;CC45;45
5587;6701;4940;CC45;45
5587;6720;773;CC45;45
5587;13640;2991;CC45;45
5588;6620;810;CC52;52
5588;6701;5286;CC52;52
5588;6720;2508;CC52;52
5588;13640;2446;CC52;52
5590;6620;1512;CC661;661
5590;6701;4964;CC661;661
5590;6720;759;CC661;661
5590;13640;3031;CC661;661
5591;6620;1504;CC661;661
5591;6701;4956;CC661;661
5591;6720;747;CC661;661
5591;13640;3022;CC661;661
5592;6620;889;CC21;21
5592;6701;4864;CC21;21
5592;6720;1983;CC21;21
5592;13640;2334;CC21;21
5593;6620;1132;CC354;354
5593;6701;5601;CC354;354
5593;6720;1954;CC354;354
5593;13640;2442;CC354;354
5594;6620;3430;CC48;48
5594;6701;6907;CC48;48
5594;6720;2805;CC48;48
5594;13640;3255;CC48;48
5595;6620;1796;CC21;21
5595;6701;5248;CC21;21
5595;6720;1110;CC21;21
5595;13640;3185;CC21;21
5872;6620;2136;CC283;283
5872;6701;5630;CC283;283
5872;6720;1527;CC283;283
5872;13640;3645;CC283;283
5876;6620;2643;CC283;283
5876;6701;5828;CC283;283
5876;6720;2244;CC283;283
5876;13640;4145;CC283;283
5877;6620;964;CC464;464
5877;6701;3992;CC464;464
5877;6720;2684;CC464;464
5877;13640;2595;CC464;464
5878;6620;203;CC464;464
5878;6701;4702;CC464;464
5878;6720;1965;CC464;464
5878;13640;1854;CC464;464
5879;6620;1666;CC283;283
5879;6701;5186;CC283;283
5879;6720;1039;CC283;283
5879;13640;3249;CC283;283
5880;6620;1666;CC283;283
5880;6701;5186;CC283;283
5880;6720;1039;CC283;283
5880;13640;3249;CC283;283
5881;6620;422;CC464;464
5881;6701;4482;CC464;464
5881;6720;2098;CC464;464
5881;13640;2075;CC464;464
5882;6620;2146;CC283;283
5882;6701;5869;CC283;283
5882;6720;1526;CC283;283
5882;13640;3568;CC283;283
5883;6620;1666;CC283;283
5883;6701;5186;CC283;283
5883;6720;1039;CC283;283
5883;13640;3249;CC283;283
5884;6620;898;CC49;49
5884;6701;5377;CC49;49
5884;6720;2570;CC49;49
5884;13640;2322;CC49;49
5889;6620;322;CC49;49
5889;6701;4797;CC49;49
5889;6720;2052;CC49;49
5889;13640;1765;CC49;49
5890;6620;322;CC49;49
5890;6701;4797;CC49;49
5890;6720;2052;CC49;49
5890;13640;1765;CC49;49
5899;6620;1015;CC354;354
5899;6701;5467;CC354;354
5899;6720;2676;CC354;354
5899;13640;2528;CC354;354
5900;6620;6132;CC22;22
5900;6701;6547;CC22;22
5900;6720;6213;CC22;22
5900;13640;5332;CC22;22
5901;6620;2023;CC22;22
5901;6701;5103;CC22;22
5901;6720;3226;CC22;22
5901;13640;3606;CC22;22
5902;6620;1420;CC22;22
5902;6701;5934;CC22;22
5902;6720;2297;CC22;22
5902;13640;2986;CC22;22
5903;6620;1990;CC22;22
5903;6701;6508;CC22;22
5903;6720;2842;CC22;22
5903;13640;3603;CC22;22
5904;6620;1420;CC22;22
5904;6701;5934;CC22;22
5904;6720;2297;CC22;22
5904;13640;2986;CC22;22
5910;6620;1725;CC354;354
5910;6701;6181;CC354;354
5910;6720;1900;CC354;354
5910;13640;3069;CC354;354
5945;6620;1573;CC354;354
5945;6701;6024;CC354;354
5945;6720;3236;CC354;354
5945;13640;3075;CC354;354
5950;6620;6441;CC45;45
5950;6701;8319;CC45;45
5950;6720;8135;CC45;45
5950;13640;5731;CC45;45
5957;6620;7580;CC354;354
5957;6701;5732;CC354;354
5957;6720;7830;CC354;354
5957;13640;5981;CC354;354
5961;6620;2952;CC45;45
5961;6701;4551;CC45;45
5961;6720;2402;CC45;45
5961;13640;4480;CC45;45
5965;6620;1335;CC22;22
5965;6701;5354;CC22;22
5965;6720;2503;CC22;22
5965;13640;2671;CC22;22
5966;6620;1420;CC22;22
5966;6701;5934;CC22;22
5966;6720;2297;CC22;22
5966;13640;2986;CC22;22
5967;6620;4823;CC22;22
5967;6701;6486;CC22;22
5967;6720;4039;CC22;22
5967;13640;4290;CC22;22
5970;6620;1420;CC22;22
5970;6701;5934;CC22;22
5970;6720;2297;CC22;22
5970;13640;2986;CC22;22
5971;6620;1639;CC22;22
5971;6701;5714;CC22;22
5971;6720;2432;CC22;22
5971;13640;3205;CC22;22
5972;6620;1046;CC22;22
5972;6701;5579;CC22;22
5972;6720;2798;CC22;22
5972;13640;2729;CC22;22
5973;6620;2565;CC22;22
5973;6701;5621;CC22;22
5973;6720;3423;CC22;22
5973;13640;4141;CC22;22
5974;6620;2810;CC22;22
5974;6701;7314;CC22;22
5974;6720;3665;CC22;22
5974;13640;2735;CC22;22
5976;6620;2949;CC22;22
5976;6701;6873;CC22;22
5976;6720;3530;CC22;22
5976;13640;2614;CC22;22
5977;6620;1420;CC22;22
5977;6701;5934;CC22;22
5977;6720;2297;CC22;22
5977;13640;2986;CC22;22
5978;6620;1420;CC22;22
5978;6701;5934;CC22;22
5978;6720;2297;CC22;22
5978;13640;2986;CC22;22
5980;6620;1420;CC22;22
5980;6701;5934;CC22;22
5980;6720;2297;CC22;22
5980;13640;2986;CC22;22
5982;6620;11313;CC283;283
5982;6701;10888;CC283;283
5982;6720;11083;CC283;283
5982;13640;10333;CC283;283
5986;6620;1461;CC48;48
5986;6701;4878;CC48;48
5986;6720;738;CC48;48
5986;13640;2984;CC48;48
6005;6620;559;CC443;443
6005;6701;5039;CC443;443
6005;6720;2278;CC443;443
6005;13640;1982;CC443;443
6006;6620;12461;CC283;283
6006;6701;11587;CC283;283
6006;6720;11644;CC283;283
6006;13640;11316;CC283;283
6008;6620;1666;CC283;283
6008;6701;5186;CC283;283
6008;6720;1039;CC283;283
6008;13640;3249;CC283;283
6009;6620;2217;CC283;283
6009;6701;5728;CC283;283
6009;6720;1572;CC283;283
6009;13640;3817;CC283;283
6010;6620;2812;CC283;283
6010;6701;5986;CC283;283
6010;6720;2265;CC283;283
6010;13640;4389;CC283;283
6011;6620;2812;CC283;283
6011;6701;5986;CC283;283
6011;6720;2265;CC283;283
6011;13640;4389;CC283;283
6018;6620;9700;CC283;283
6018;6701;9765;CC283;283
6018;6720;9521;CC283;283
6018;13640;8717;CC283;283
6024;6620;1666;CC283;283
6024;6701;5186;CC283;283
6024;6720;1039;CC283;283
6024;13640;3249;CC283;283
6028;6620;1496;CC48;48
6028;6701;4403;CC48;48
6028;6720;3280;CC48;48
6028;13640;3160;CC48;48
6041;6620;1067;CC48;48
6041;6701;5517;CC48;48
6041;6720;2775;CC48;48
6041;13640;2714;CC48;48
6045;6620;203;CC464;464
6045;6701;4702;CC464;464
6045;6720;1965;CC464;464
6045;13640;1854;CC464;464
6056;6620;368;CC257;257
6056;6701;5122;CC257;257
6056;6720;2379;CC257;257
6056;13640;2247;CC257;257
6059;6620;639;CC257;257
6059;6701;5360;CC257;257
6059;6720;2577;CC257;257
6059;13640;2491;CC257;257
6060;6620;262;CC257;257
6060;6701;4577;CC257;257
6060;6720;2187;CC257;257
6060;13640;2144;CC257;257
6061;6620;36;CC257;257
6061;6701;4794;CC257;257
6061;6720;2054;CC257;257
6061;13640;1924;CC257;257
6063;6620;36;CC257;257
6063;6701;4794;CC257;257
6063;6720;2054;CC257;257
6063;13640;1924;CC257;257
6065;6620;36;CC257;257
6065;6701;4794;CC257;257
6065;6720;2054;CC257;257
6065;13640;1924;CC257;257
6066;6620;1666;CC283;283
6066;6701;5186;CC283;283
6066;6720;1039;CC283;283
6066;13640;3249;CC283;283
6069;6620;672;CC354;354
6069;6701;5167;CC354;354
6069;6720;2326;CC354;354
6069;13640;2253;CC354;354
6070;6620;11611;CC433;433
6070;6701;9767;CC433;433
6070;6720;11338;CC433;433
6070;13640;10432;CC433;433
6071;6620;445;CC464;464
6071;6701;4944;CC464;464
6071;6720;1720;CC464;464
6071;13640;2097;CC464;464
6074;6620;36;CC257;257
6074;6701;4794;CC257;257
6074;6720;2054;CC257;257
6074;13640;1924;CC257;257
6075;6620;1027;CC464;464
6075;6701;5500;CC464;464
6075;6720;2742;CC464;464
6075;13640;1084;CC464;464
6077;6620;203;CC464;464
6077;6701;4702;CC464;464
6077;6720;1965;CC464;464
6077;13640;1854;CC464;464
6078;6620;3500;CC464;464
6078;6701;6816;CC464;464
6078;6720;3209;CC464;464
6078;13640;3415;CC464;464
6079;6620;1027;CC464;464
6079;6701;5500;CC464;464
6079;6720;2742;CC464;464
6079;13640;1084;CC464;464
6080;6620;3228;CC464;464
6080;6701;6484;CC464;464
6080;6720;3594;CC464;464
6080;13640;4215;CC464;464
6094;6620;9973;CC677;677
6094;6701;9340;CC677;677
6094;6720;10411;CC677;677
6094;13640;8723;CC677;677
6104;6620;3199;CC49;49
6104;6701;7305;CC49;49
6104;6720;3502;CC49;49
6104;13640;2963;CC49;49
6108;6620;322;CC49;49
6108;6701;4797;CC49;49
6108;6720;2052;CC49;49
6108;13640;1765;CC49;49
6121;6620;2035;CC354;354
6121;6701;6506;CC354;354
6121;6720;3715;CC354;354
6121;13640;1847;CC354;354
6220;6620;221;CC21;21
6220;6701;4719;CC21;21
6220;6720;1986;CC21;21
6220;13640;1878;CC21;21
6221;6620;221;CC21;21
6221;6701;4719;CC21;21
6221;6720;1986;CC21;21
6221;13640;1878;CC21;21
6222;6620;221;CC21;21
6222;6701;4719;CC21;21
6222;6720;1986;CC21;21
6222;13640;1878;CC21;21
6223;6620;221;CC21;21
6223;6701;4719;CC21;21
6223;6720;1986;CC21;21
6223;13640;1878;CC21;21
6224;6620;221;CC21;21
6224;6701;4719;CC21;21
6224;6720;1986;CC21;21
6224;13640;1878;CC21;21
6225;6620;417;CC21;21
6225;6701;4944;CC21;21
6225;6720;2233;CC21;21
6225;13640;2117;CC21;21
6226;6620;221;CC21;21
6226;6701;4719;CC21;21
6226;6720;1986;CC21;21
6226;13640;1878;CC21;21
6227;6620;221;CC21;21
6227;6701;4719;CC21;21
6227;6720;1986;CC21;21
6227;13640;1878;CC21;21
6228;6620;221;CC21;21
6228;6701;4719;CC21;21
6228;6720;1986;CC21;21
6228;13640;1878;CC21;21
6229;6620;221;CC21;21
6229;6701;4719;CC21;21
6229;6720;1986;CC21;21
6229;13640;1878;CC21;21
6230;6620;221;CC21;21
6230;6701;4719;CC21;21
6230;6720;1986;CC21;21
6230;13640;1878;CC21;21
6231;6620;221;CC21;21
6231;6701;4719;CC21;21
6231;6720;1986;CC21;21
6231;13640;1878;CC21;21
6232;6620;221;CC21;21
6232;6701;4719;CC21;21
6232;6720;1986;CC21;21
6232;13640;1878;CC21;21
6233;6620;221;CC21;21
6233;6701;4719;CC21;21
6233;6720;1986;CC21;21
6233;13640;1878;CC21;21
6234;6620;221;CC21;21
6234;6701;4719;CC21;21
6234;6720;1986;CC21;21
6234;13640;1878;CC21;21
6235;6620;221;CC21;21
6235;6701;4719;CC21;21
6235;6720;1986;CC21;21
6235;13640;1878;CC21;21
6236;6620;221;CC21;21
6236;6701;4719;CC21;21
6236;6720;1986;CC21;21
6236;13640;1878;CC21;21
6237;6620;221;CC21;21
6237;6701;4719;CC21;21
6237;6720;1986;CC21;21
6237;13640;1878;CC21;21
6238;6620;221;CC21;21
6238;6701;4719;CC21;21
6238;6720;1986;CC21;21
6238;13640;1878;CC21;21
6240;6620;221;CC21;21
6240;6701;4719;CC21;21
6240;6720;1986;CC21;21
6240;13640;1878;CC21;21
6241;6620;221;CC21;21
6241;6701;4719;CC21;21
6241;6720;1986;CC21;21
6241;13640;1878;CC21;21
6242;6620;221;CC21;21
6242;6701;4719;CC21;21
6242;6720;1986;CC21;21
6242;13640;1878;CC21;21
6243;6620;430;CC21;21
6243;6701;4911;CC21;21
6243;6720;2199;CC21;21
6243;13640;2084;CC21;21
6244;6620;221;CC21;21
6244;6701;4719;CC21;21
6244;6720;1986;CC21;21
6244;13640;1878;CC21;21
6246;6620;221;CC21;21
6246;6701;4719;CC21;21
6246;6720;1986;CC21;21
6246;13640;1878;CC21;21
6247;6620;221;CC21;21
6247;6701;4719;CC21;21
6247;6720;1986;CC21;21
6247;13640;1878;CC21;21
6249;6620;417;CC21;21
6249;6701;4944;CC21;21
6249;6720;2233;CC21;21
6249;13640;2117;CC21;21
6251;6620;221;CC21;21
6251;6701;4719;CC21;21
6251;6720;1986;CC21;21
6251;13640;1878;CC21;21
6252;6620;221;CC21;21
6252;6701;4719;CC21;21
6252;6720;1986;CC21;21
6252;13640;1878;CC21;21
6253;6620;221;CC21;21
6253;6701;4719;CC21;21
6253;6720;1986;CC21;21
6253;13640;1878;CC21;21
6254;6620;221;CC21;21
6254;6701;4719;CC21;21
6254;6720;1986;CC21;21
6254;13640;1878;CC21;21
6255;6620;221;CC21;21
6255;6701;4719;CC21;21
6255;6720;1986;CC21;21
6255;13640;1878;CC21;21
6256;6620;221;CC21;21
6256;6701;4719;CC21;21
6256;6720;1986;CC21;21
6256;13640;1878;CC21;21
6257;6620;221;CC21;21
6257;6701;4719;CC21;21
6257;6720;1986;CC21;21
6257;13640;1878;CC21;21
6258;6620;221;CC21;21
6258;6701;4719;CC21;21
6258;6720;1986;CC21;21
6258;13640;1878;CC21;21
6259;6620;221;CC21;21
6259;6701;4719;CC21;21
6259;6720;1986;CC21;21
6259;13640;1878;CC21;21
6260;6620;194;CC464;464
6260;6701;4700;CC464;464
6260;6720;1963;CC464;464
6260;13640;1852;CC464;464
6261;6620;221;CC21;21
6261;6701;4719;CC21;21
6261;6720;1986;CC21;21
6261;13640;1878;CC21;21
6262;6620;221;CC21;21
6262;6701;4719;CC21;21
6262;6720;1986;CC21;21
6262;13640;1878;CC21;21
6263;6620;194;CC464;464
6263;6701;4700;CC464;464
6263;6720;1963;CC464;464
6263;13640;1852;CC464;464
6264;6620;194;CC464;464
6264;6701;4700;CC464;464
6264;6720;1963;CC464;464
6264;13640;1852;CC464;464
6265;6620;194;CC464;464
6265;6701;4700;CC464;464
6265;6720;1963;CC464;464
6265;13640;1852;CC464;464
6266;6620;194;CC464;464
6266;6701;4700;CC464;464
6266;6720;1963;CC464;464
6266;13640;1852;CC464;464
6267;6620;194;CC464;464
6267;6701;4700;CC464;464
6267;6720;1963;CC464;464
6267;13640;1852;CC464;464
6268;6620;221;CC21;21
6268;6701;4719;CC21;21
6268;6720;1986;CC21;21
6268;13640;1878;CC21;21
6269;6620;1653;CC21;21
6269;6701;5160;CC21;21
6269;6720;991;CC21;21
6269;13640;3232;CC21;21
6270;6620;221;CC21;21
6270;6701;4719;CC21;21
6270;6720;1986;CC21;21
6270;13640;1878;CC21;21
6271;6620;221;CC21;21
6271;6701;4719;CC21;21
6271;6720;1986;CC21;21
6271;13640;1878;CC21;21
6272;6620;221;CC21;21
6272;6701;4719;CC21;21
6272;6720;1986;CC21;21
6272;13640;1878;CC21;21
6273;6620;221;CC21;21
6273;6701;4719;CC21;21
6273;6720;1986;CC21;21
6273;13640;1878;CC21;21
6274;6620;221;CC21;21
6274;6701;4719;CC21;21
6274;6720;1986;CC21;21
6274;13640;1878;CC21;21
6275;6620;221;CC21;21
6275;6701;4719;CC21;21
6275;6720;1986;CC21;21
6275;13640;1878;CC21;21
6276;6620;221;CC21;21
6276;6701;4719;CC21;21
6276;6720;1986;CC21;21
6276;13640;1878;CC21;21
6277;6620;221;CC21;21
6277;6701;4719;CC21;21
6277;6720;1986;CC21;21
6277;13640;1878;CC21;21
6278;6620;221;CC21;21
6278;6701;4719;CC21;21
6278;6720;1986;CC21;21
6278;13640;1878;CC21;21
6279;6620;221;CC21;21
6279;6701;4719;CC21;21
6279;6720;1986;CC21;21
6279;13640;1878;CC21;21
6280;6620;1653;CC21;21
6280;6701;5160;CC21;21
6280;6720;991;CC21;21
6280;13640;3232;CC21;21
6281;6620;221;CC21;21
6281;6701;4719;CC21;21
6281;6720;1986;CC21;21
6281;13640;1878;CC21;21
6282;6620;221;CC21;21
6282;6701;4719;CC21;21
6282;6720;1986;CC21;21
6282;13640;1878;CC21;21
6283;6620;221;CC21;21
6283;6701;4719;CC21;21
6283;6720;1986;CC21;21
6283;13640;1878;CC21;21
6285;6620;221;CC21;21
6285;6701;4719;CC21;21
6285;6720;1986;CC21;21
6285;13640;1878;CC21;21
6287;6620;221;CC21;21
6287;6701;4719;CC21;21
6287;6720;1986;CC21;21
6287;13640;1878;CC21;21
6288;6620;221;CC21;21
6288;6701;4719;CC21;21
6288;6720;1986;CC21;21
6288;13640;1878;CC21;21
6289;6620;221;CC21;21
6289;6701;4719;CC21;21
6289;6720;1986;CC21;21
6289;13640;1878;CC21;21
6290;6620;221;CC21;21
6290;6701;4719;CC21;21
6290;6720;1986;CC21;21
6290;13640;1878;CC21;21
6291;6620;221;CC21;21
6291;6701;4719;CC21;21
6291;6720;1986;CC21;21
6291;13640;1878;CC21;21
6292;6620;417;CC21;21
6292;6701;4944;CC21;21
6292;6720;2233;CC21;21
6292;13640;2117;CC21;21
6293;6620;221;CC21;21
6293;6701;4719;CC21;21
6293;6720;1986;CC21;21
6293;13640;1878;CC21;21
6294;6620;194;CC464;464
6294;6701;4700;CC464;464
6294;6720;1963;CC464;464
6294;13640;1852;CC464;464
6295;6620;221;CC21;21
6295;6701;4719;CC21;21
6295;6720;1986;CC21;21
6295;13640;1878;CC21;21
6296;6620;221;CC21;21
6296;6701;4719;CC21;21
6296;6720;1986;CC21;21
6296;13640;1878;CC21;21
6298;6620;221;CC21;21
6298;6701;4719;CC21;21
6298;6720;1986;CC21;21
6298;13640;1878;CC21;21
6299;6620;221;CC21;21
6299;6701;4719;CC21;21
6299;6720;1986;CC21;21
6299;13640;1878;CC21;21
6300;6620;221;CC21;21
6300;6701;4719;CC21;21
6300;6720;1986;CC21;21
6300;13640;1878;CC21;21
6301;6620;221;CC21;21
6301;6701;4719;CC21;21
6301;6720;1986;CC21;21
6301;13640;1878;CC21;21
6302;6620;221;CC21;21
6302;6701;4719;CC21;21
6302;6720;1986;CC21;21
6302;13640;1878;CC21;21
6303;6620;221;CC21;21
6303;6701;4719;CC21;21
6303;6720;1986;CC21;21
6303;13640;1878;CC21;21
6304;6620;221;CC21;21
6304;6701;4719;CC21;21
6304;6720;1986;CC21;21
6304;13640;1878;CC21;21
6305;6620;221;CC21;21
6305;6701;4719;CC21;21
6305;6720;1986;CC21;21
6305;13640;1878;CC21;21
6306;6620;221;CC21;21
6306;6701;4719;CC21;21
6306;6720;1986;CC21;21
6306;13640;1878;CC21;21
6307;6620;221;CC21;21
6307;6701;4719;CC21;21
6307;6720;1986;CC21;21
6307;13640;1878;CC21;21
6308;6620;221;CC21;21
6308;6701;4719;CC21;21
6308;6720;1986;CC21;21
6308;13640;1878;CC21;21
6309;6620;221;CC21;21
6309;6701;4719;CC21;21
6309;6720;1986;CC21;21
6309;13640;1878;CC21;21
6310;6620;194;CC464;464
6310;6701;4700;CC464;464
6310;6720;1963;CC464;464
6310;13640;1852;CC464;464
6311;6620;194;CC464;464
6311;6701;4700;CC464;464
6311;6720;1963;CC464;464
6311;13640;1852;CC464;464
6312;6620;194;CC464;464
6312;6701;4700;CC464;464
6312;6720;1963;CC464;464
6312;13640;1852;CC464;464
6313;6620;194;CC464;464
6313;6701;4700;CC464;464
6313;6720;1963;CC464;464
6313;13640;1852;CC464;464
6314;6620;194;CC464;464
6314;6701;4700;CC464;464
6314;6720;1963;CC464;464
6314;13640;1852;CC464;464
6315;6620;194;CC464;464
6315;6701;4700;CC464;464
6315;6720;1963;CC464;464
6315;13640;1852;CC464;464
6316;6620;194;CC464;464
6316;6701;4700;CC464;464
6316;6720;1963;CC464;464
6316;13640;1852;CC464;464
6317;6620;194;CC464;464
6317;6701;4700;CC464;464
6317;6720;1963;CC464;464
6317;13640;1852;CC464;464
6318;6620;194;CC464;464
6318;6701;4700;CC464;464
6318;6720;1963;CC464;464
6318;13640;1852;CC464;464
6319;6620;194;CC464;464
6319;6701;4700;CC464;464
6319;6720;1963;CC464;464
6319;13640;1852;CC464;464
6320;6620;194;CC464;464
6320;6701;4700;CC464;464
6320;6720;1963;CC464;464
6320;13640;1852;CC464;464
6321;6620;194;CC464;464
6321;6701;4700;CC464;464
6321;6720;1963;CC464;464
6321;13640;1852;CC464;464
6322;6620;194;CC464;464
6322;6701;4700;CC464;464
6322;6720;1963;CC464;464
6322;13640;1852;CC464;464
6323;6620;194;CC464;464
6323;6701;4700;CC464;464
6323;6720;1963;CC464;464
6323;13640;1852;CC464;464
6324;6620;194;CC464;464
6324;6701;4700;CC464;464
6324;6720;1963;CC464;464
6324;13640;1852;CC464;464
6325;6620;194;CC464;464
6325;6701;4700;CC464;464
6325;6720;1963;CC464;464
6325;13640;1852;CC464;464
6326;6620;221;CC21;21
6326;6701;4719;CC21;21
6326;6720;1986;CC21;21
6326;13640;1878;CC21;21
6327;6620;221;CC21;21
6327;6701;4719;CC21;21
6327;6720;1986;CC21;21
6327;13640;1878;CC21;21
6328;6620;221;CC21;21
6328;6701;4719;CC21;21
6328;6720;1986;CC21;21
6328;13640;1878;CC21;21
6329;6620;221;CC21;21
6329;6701;4719;CC21;21
6329;6720;1986;CC21;21
6329;13640;1878;CC21;21
6330;6620;221;CC21;21
6330;6701;4719;CC21;21
6330;6720;1986;CC21;21
6330;13640;1878;CC21;21
6331;6620;221;CC21;21
6331;6701;4719;CC21;21
6331;6720;1986;CC21;21
6331;13640;1878;CC21;21
6332;6620;194;CC464;464
6332;6701;4700;CC464;464
6332;6720;1963;CC464;464
6332;13640;1852;CC464;464
6333;6620;194;CC464;464
6333;6701;4700;CC464;464
6333;6720;1963;CC464;464
6333;13640;1852;CC464;464
6334;6620;194;CC464;464
6334;6701;4700;CC464;464
6334;6720;1963;CC464;464
6334;13640;1852;CC464;464
6335;6620;194;CC464;464
6335;6701;4700;CC464;464
6335;6720;1963;CC464;464
6335;13640;1852;CC464;464
6336;6620;194;CC464;464
6336;6701;4700;CC464;464
6336;6720;1963;CC464;464
6336;13640;1852;CC464;464
6337;6620;194;CC464;464
6337;6701;4700;CC464;464
6337;6720;1963;CC464;464
6337;13640;1852;CC464;464
6338;6620;194;CC464;464
6338;6701;4700;CC464;464
6338;6720;1963;CC464;464
6338;13640;1852;CC464;464
6339;6620;221;CC21;21
6339;6701;4719;CC21;21
6339;6720;1986;CC21;21
6339;13640;1878;CC21;21
6340;6620;221;CC21;21
6340;6701;4719;CC21;21
6340;6720;1986;CC21;21
6340;13640;1878;CC21;21
6341;6620;3988;CC21;21
6341;6701;6890;CC21;21
6341;6720;3639;CC21;21
6341;13640;3856;CC21;21
6342;6620;3995;CC464;464
6342;6701;6897;CC464;464
6342;6720;3648;CC464;464
6342;13640;3865;CC464;464
6343;6620;3692;CC21;21
6343;6701;5779;CC21;21
6343;6720;3365;CC21;21
6343;13640;3548;CC21;21
6344;6620;3699;CC464;464
6344;6701;5786;CC464;464
6344;6720;3374;CC464;464
6344;13640;3557;CC464;464
6345;6620;5095;CC21;21
6345;6701;7182;CC21;21
6345;6720;4287;CC21;21
6345;13640;4560;CC21;21
6346;6620;5104;CC464;464
6346;6701;7191;CC464;464
6346;6720;4296;CC464;464
6346;13640;4569;CC464;464
6347;6620;6119;CC21;21
6347;6701;7438;CC21;21
6347;6720;5095;CC21;21
6347;13640;5517;CC21;21
6348;6620;6128;CC464;464
6348;6701;7447;CC464;464
6348;6720;5104;CC464;464
6348;13640;5526;CC464;464
6349;6620;5639;CC21;21
6349;6701;7441;CC21;21
6349;6720;5407;CC21;21
6349;13640;5046;CC21;21
6350;6620;5639;CC464;464
6350;6701;7441;CC464;464
6350;6720;5407;CC464;464
6350;13640;5046;CC464;464
6351;6620;4205;CC21;21
6351;6701;6797;CC21;21
6351;6720;3857;CC21;21
6351;13640;4045;CC21;21
6352;6620;4208;CC464;464
6352;6701;6800;CC464;464
6352;6720;3862;CC464;464
6352;13640;4050;CC464;464
6353;6620;5370;CC21;21
6353;6701;6904;CC21;21
6353;6720;4564;CC21;21
6353;13640;4836;CC21;21
6354;6620;5379;CC464;464
6354;6701;6913;CC464;464
6354;6720;4573;CC464;464
6354;13640;4845;CC464;464
6591;6620;1053;CC206;206
6591;6701;3767;CC206;206
6591;6720;2833;CC206;206
6591;13640;2715;CC206;206
6592;6620;2831;CC206;206
6592;6701;4612;CC206;206
6592;6720;2285;CC206;206
6592;13640;4349;CC206;206
6593;6620;1053;CC206;206
6593;6701;3767;CC206;206
6593;6720;2833;CC206;206
6593;13640;2715;CC206;206
6594;6620;11049;CC206;206
6594;6701;8659;CC206;206
6594;6720;10238;CC206;206
6594;13640;10551;CC206;206
6595;6620;1802;ST-4430;4430
6595;6701;5246;ST-4430;4430
6595;6720;276;ST-4430;4430
6595;13640;3327;ST-4430;4430
6596;6620;1053;CC206;206
6596;6701;3767;CC206;206
6596;6720;2833;CC206;206
6596;13640;2715;CC206;206
6597;6620;5109;CC206;206
6597;6701;5764;CC206;206
6597;6720;5410;CC206;206
6597;13640;4534;CC206;206
6598;6620;7574;CC206;206
6598;6701;6198;CC206;206
6598;6720;7987;CC206;206
6598;13640;6512;CC206;206
6599;6620;1294;CC206;206
6599;6701;4010;CC206;206
6599;6720;3049;CC206;206
6599;13640;2947;CC206;206
6600;6620;1802;ST-4430;4430
6600;6701;5246;ST-4430;4430
6600;6720;276;ST-4430;4430
6600;13640;3327;ST-4430;4430
6601;6620;4420;CC206;206
6601;6701;5316;CC206;206
6601;6720;6120;CC206;206
6601;13640;4470;CC206;206
6602;6620;1802;ST-4430;4430
6602;6701;5246;ST-4430;4430
6602;6720;276;ST-4430;4430
6602;13640;3327;ST-4430;4430
6603;6620;1802;ST-4430;4430
6603;6701;5246;ST-4430;4430
6603;6720;276;ST-4430;4430
6603;13640;3327;ST-4430;4430
6604;6620;1867;CC206;206
6604;6701;4592;CC206;206
6604;6720;3617;CC206;206
6604;13640;1945;CC206;206
6605;6620;2368;CC206;206
6605;6701;5249;CC206;206
6605;6720;4039;CC206;206
6605;13640;3069;CC206;206
